,title,abstract,paragraph,pub_date
756,The Next Abortion Case Is Here,"An appeal in Oklahoma has drawn little attention, but at issue is the Supreme Court’s own unstable abortion doctrine.","Justice Anthony M. Kennedy, author of the 5-to-4 opinion in June that struck down the Defense of Marriage Act, may well be a hero to the gay rights community, and deservedly so. But he’s also the author of the 5-to-4 opinion that upheld the federal ban on so-called partial birth abortion back in 2007, and abortion-rights advocates have viewed with something close to dread the prospect that he could play a similarly decisive role in the Supreme Court’s next abortion case. ",2013-09-05T01:00:16+0000
757,The New Abortion Rights Advocates Are on TikTok,"Gen Z activists have been unapologetic and confrontational, a shift in tactics for a movement at a crossroads.","In a TikTok filmed in August outside of a women’s health center in Charlotte, N.C., the uncensored version of the mid-1990s novelty rap song “Short, Short Man,” by Gillette blares: “Eenie weenie teenie weenie shriveled little short, short man.”",2020-12-10T08:00:08+0000
758,Russia: Abortion Restrictions Signed,President Dmitri A. Medvedev has signed into law the first steps intended to restrict abortion in Russia since the collapse of Communism.," President Dmitri A. Medvedev has signed into law the first steps intended to restrict abortion in Russia since the collapse of Communism. The changes require abortion providers to devote 10 percent of any advertising to describing the dangers of abortion to a woman’s health, and they make it illegal to describe abortion as a safe medical procedure. The changes, which will take effect in 30 days, were signed by Mr. Medvedev on Monday and announced Thursday on the Kremlin’s Web site. Parliament is expected to consider tighter restrictions on abortion in a separate bill this fall. ",2011-07-16T03:51:30+0000
759,When an Abortion Is Pro-Life,"If God does not want us to perform abortions, why did he put me in a situation where I would have to do one?",This guest essay contains graphic descriptions of a doctor performing an abortion.,2022-05-20T09:00:29+0000
760,When an Abortion Is Pro-Life,"If God does not want us to perform abortions, why did he put me in a situation where I would have to do one?",This guest essay contains graphic descriptions of a doctor performing an abortion.,2022-05-20T09:00:29+0000
761,Abortion Opponents Rally in Washington,Anti-abortion activists took part in a March for Life event near the National Mall on the anniversary of the decision in Roe v. Wade.,Anti-abortion activists took part in a March for Life event near the National Mall on the anniversary of the decision in Roe v. Wade.,2016-01-22T23:02:20+0000
762,Abortion Bill Bait-and-Switch,House Republican had planned to mark Thursday’s Roe v. Wade anniversary by pushing through a ban on almost all abortions 20 weeks after fertilization.,House Republican had planned to mark Thursday’s 42nd anniversary of the Supreme Court’s 1973 Roe v. Wade decision by pushing through a brazenly unconstitutional measure to prohibit almost all abortions 20 weeks after fertilization. That plan was abruptly abandoned when some female representatives objected to the bill’s callously narrow and politically tone-deaf rape and incest exceptions.,2015-01-22T22:35:32+0000
763,Supreme Court Strikes Down Texas Abortion Restrictions,"Had the justices upheld the regulations, the number of abortion clinics in the state would have dropped to 10.","WASHINGTON — The Supreme Court on Monday reaffirmed and strengthened constitutional protections for abortion rights, striking down parts of a restrictive Texas law that could have drastically reduced the number of abortion clinics in the state, leaving them only in the largest metropolitan areas.",2016-06-27T14:07:50+0000
764,Kansas: No Indictment For Abortion Doctor,"A doctor whose Wichita clinic is one of the nation’s few providers of late-term abortions was not indicted at the end of a six-month investigation on Wednesday by a citizen-initiated grand jury, an unusual practice allowed in only a handful of states. The jurors said their investigation into the clinic of the doctor, George Tiller, right, did not yield sufficient evidence of a crime, but they noted that a review of medical records “revealed a number of questionable late-term abortions” that might not have met a common interpretation of the words in state law, which limits abortions of viable fetuses to pregnant women who would otherwise face “substantial and irreversible impairment of a major bodily function.” The jury was convened after abortion opponents collected signatures to prompt the investigation.","A doctor whose Wichita clinic is one of the nation’s few providers of late-term abortions was not indicted at the end of a six-month investigation on Wednesday by a citizen-initiated grand jury, an unusual practice allowed in only a handful of states. The jurors said their investigation into the clinic of the doctor, George Tiller, right, did not yield sufficient evidence of a crime, but they noted that a review of medical records “revealed a number of questionable late-term abortions” that might not have met a common interpretation of the words in state law, which limits abortions of viable fetuses to pregnant women who would otherwise face “substantial and irreversible impairment of a major bodily function.” The jury was convened after abortion opponents collected signatures to prompt the investigation. ",2008-07-04T04:00:00+0000
765,A Pill Available in Mexico Is a Texas Option for Abortion,"With passage of a measure that may shut down most abortion clinics in Texas, women could turn to “abortion pills” without medical supervision.","McALLEN, Tex. — At the Whole Woman’s Health center here, a young woman predicted what others would do if the state’s stringent new abortion bill approved late Friday forces clinics like this one to close: cross the border to Mexico to seek an “abortion pill.” ",2013-07-13T22:47:23+0000
